rank,rank_last_week,weeks_on_list,primary_isbn13,publisher,description,title,author,book_image,amazon_product_url,week,nyt_list
9,0,1,9781451626155,Touchstone,"Elizabeth of York’s marriage to Henry Tudor unites the warring houses, but divides the princess’ loyalties.",THE WHITE PRINCESS,PHILIPPA GREGORY,https://storage.googleapis.com/du-prd/books/images/9781451626094.jpg,http://www.amazon.com/The-White-Princess-Cousins-War-ebook/dp/B00A285OOW?tag=NYTBSREV-20,2013-08-11,Combined Print & E-Book Fiction
11,0,1,9781101608067,Penguin,"Told in alternating voices, this is a chilling portrait of a marriage gone terribly awry.",THE SILENT WIFE,A S A HARRISON,https://storage.googleapis.com/du-prd/books/images/9781101608067.jpg,http://www.amazon.com/The-Silent-Wife-A-Novel-ebook/dp/B00AEDDSZW?tag=NYTBSREV-20,2013-08-11,Combined Print & E-Book Fiction
12,0,1,9780985034160,HTJB,"If only David Lawrence could find a way to forgive himself, he might be able to move on with his life without the woman he had expected to love forever. Book 9 of the McCarthys of Gansett Island series.",TIME FOR LOVE,MARIE FORCE,https://storage.googleapis.com/du-prd/books/images/9780985034160.jpg,http://www.amazon.com/Time-McCarthys-Gansett-Island-Series-ebook/dp/B00DD0VE90?tag=NYTBSREV-20,2013-08-11,Combined Print & E-Book Fiction
1,0,1,9780316206860,"Mulholland Books/Little, Brown","The struggling detective Cormoran Strike investigates a supermodel’s suicide; by J.K. Rowling, writing pseudonymously.",THE CUCKOO'S CALLING,ROBERT GALBRAITH,https://storage.googleapis.com/du-prd/books/images/9780316206860.jpg,http://www.amazon.com/The-Cuckoos-Calling-Robert-Galbraith-ebook/dp/B00AA20E5Y?tag=NYTBSREV-20,2013-08-04,Combined Print & E-Book Fiction
2,0,1,9780062073204,Harper,"Gabriel Allon, an art restorer and occasional spy for the Israeli secret service, steps in to help the British prime minister, whose lover has been kidnapped. ",THE ENGLISH GIRL,DANIEL SILVA,https://storage.googleapis.com/du-prd/books/images/9780062073204.jpg,http://www.amazon.com/The-English-Girl-Novel-Gabriel-ebook/dp/B009NFBUIY?tag=NYTBSREV-20,2013-08-04,Combined Print & E-Book Fiction
3,0,1,9780345538765,Delacorte,A talented American designer whose troubled past has soured her on relationships falls in love with a French doctor.,FIRST SIGHT,DANIELLE STEEL,https://storage.googleapis.com/du-prd/books/images/9780440242055.jpg,http://www.amazon.com/First-Sight-Novel-Danielle-Steel/dp/0440242053?tag=NYTBSREV-20,2013-08-04,Combined Print & E-Book Fiction
5,0,1,9781250020000,St. Martin's," In the second book of a trilogy, the forensic sculptor Eve Duncan struggles to elude a kidnapper in the Colorado wilderness.",HUNTING EVE,IRIS JOHANSEN,https://storage.googleapis.com/du-prd/books/images/9781250020000.jpg,http://www.amazon.com/Hunting-Eve-Duncan-Iris-Johansen/dp/1250034345?tag=NYTBSREV-20,2013-08-04,Combined Print & E-Book Fiction
11,0,1,A00B00DLC26OM,Ecila Media,Seven books by seven authors about bad boys and the women who love them.,ALPHA BAD BOYS,SHAYLA BLACK AND OTHERS,,,2013-08-04,Combined Print & E-Book Fiction
13,0,1,9780804177863,Ballantine,"In this short story, Jo Marie Rose readies her bed-and-breakfast for spring.",LOST AND FOUND IN CEDAR COVE,DEBBIE MACOMBER,https://storage.googleapis.com/du-prd/books/images/9780804177863.jpg,http://www.amazon.com/Found-Cedar-Kindle-Single-Harbor-ebook/dp/B00DK8L8Z0?tag=NYTBSREV-20,2013-08-04,Combined Print & E-Book Fiction
1,0,1,9781476717111,Emily Bestler/Atria,"As the counterterrorism operative Scot Harvath searches for the murderer of candidates to head a powerful, mysterious agency, he uncovers a plot with roots in the 18th century. ",HIDDEN ORDER,BRAD THOR,https://storage.googleapis.com/du-prd/books/images/9781476717104.jpg,http://www.amazon.com/Hidden-Order-Thriller-Scot-Harvath/dp/1476717109?tag=NYTBSREV-20,2013-07-28,Combined Print & E-Book Fiction
2,0,1,9781101637197,Putnam,"After the F.B.I. special agent Griffin Hammersmith accepts Dillon Savich’s invitation to join him and Lacey Sherlock, Hammersmith’s sister is savagely beaten. ",BOMBSHELL,CATHERINE COULTER,https://storage.googleapis.com/du-prd/books/images/9781101637197.jpg,http://www.amazon.com/Bombshell-FBI-Thriller-Catherine-Coulter/dp/0399157336?tag=NYTBSREV-20,2013-07-28,Combined Print & E-Book Fiction
6,0,1,9781429901345,Holt,"The first of the Kinsey Millhone Alphabet mysteries, originally published in 1982.",A IS FOR ALIBI,SUE GRAFTON,https://storage.googleapis.com/du-prd/books/images/9781429901345.jpg,http://www.amazon.com/Alibi-Kinsey-Millhone-Alphabet-Mysteries-ebook/dp/B002HHPVBC?tag=NYTBSREV-20,2013-07-28,Combined Print & E-Book Fiction
7,0,1,9781476746562,Atria,The truth about Dean Holder is revealed in this retelling of the story of “Hopeless” from Dean’s point of view.,LOSING HOPE,COLLEEN HOOVER,https://storage.googleapis.com/du-prd/books/images/9781476746562.jpg,http://www.amazon.com/Losing-Hope-Novel-Colleen-Hoover-ebook/dp/B00BOVFKOK?tag=NYTBSREV-20,2013-07-28,Combined Print & E-Book Fiction
8,0,1,9781476751726,Gallery Books,Picking up the story of Bennett Ryan and Chloe Mills where “Beautiful Bastard” left off.,BEAUTIFUL BITCH,CHRISTINA LAUREN,https://storage.googleapis.com/du-prd/books/images/9781476751726.jpg,http://www.amazon.com/Beautiful-Bitch-The-Series-ebook/dp/B00CGWSDI6?tag=NYTBSREV-20,2013-07-28,Combined Print & E-Book Fiction
10,0,1,9781938907975,Novelty Books,A set of four historical romance novels.,FOUR IRRESISTIBLE ROGUES,"TANYA ANNE CROS, DANELLE HARMON, LAUREN ROYAL AND CYNTHIA WRIGHT",https://storage.googleapis.com/du-prd/books/images/9781938907975.jpg,,2013-07-28,Combined Print & E-Book Fiction
12,0,1,A00B00DULA3B2,Gail McHugh," In a sequel to “Collide,” Emily Cooper risks everything on her romance with the playboy Gavin Blake.",PULSE,GAIL MCHUGH,https://storage.googleapis.com/du-prd/books/images/A00B00DULA3B2.jpg,https://www.amazon.com/dp/1476765367?tag=NYTBSREV-20,2013-07-28,Combined Print & E-Book Fiction
3,0,1,9781455578351,Grand Central,"The final book of the ""This Man"" trilogy finds Jesse Ward and Ava O'Shea preparing to marry.",THIS MAN CONFESSED,JODI ELLEN MALPAS,https://storage.googleapis.com/du-prd/books/images/9781455578351.jpg,http://www.amazon.com/This-Man-Confessed-Trilogy-ebook/dp/B00C102T2Y?tag=NYTBSREV-20,2013-07-21,Combined Print & E-Book Fiction
5,0,1,9781101623893,Berkley,The vampire hunter Anita Blake encounters a dangerous new breed of zombies. ,AFFLICTION,LAURELL K HAMILTON,https://storage.googleapis.com/du-prd/books/images/9780425255704.jpg,http://www.amazon.com/Affliction-Anita-Blake-Vampire-Hunter/dp/0425255700?tag=NYTBSREV-20,2013-07-21,Combined Print & E-Book Fiction
6,0,1,9780345539489,Delacorte,"Will Trent of the Georgia Bureau of Investigation, working undercover as a motorcycle-riding ex-con in Macon, finds himself working on the same case as Sara Linton, the woman he loves. ",UNSEEN,KARIN SLAUGHTER,https://storage.googleapis.com/du-prd/books/images/9780345539489.jpg,http://www.amazon.com/Unseen-bonus-novella-Busted-Novel/dp/0345539494?tag=NYTBSREV-20,2013-07-21,Combined Print & E-Book Fiction
10,0,1,9781476713359,Gallery Books,The 13th installment of the Immortals After Dark paranormal series probes the deepest secrets of the Clan MacRieve.,MACRIEVE,KRESLEY COLE,https://storage.googleapis.com/du-prd/books/images/9781451649918.jpg,http://www.amazon.com/MacRieve-Immortals-After-Dark-Kresley/dp/1451649916?tag=NYTBSREV-20,2013-07-21,Combined Print & E-Book Fiction
1,0,1,9780316211192,"Little, Brown","As he investigates the murder of a pair of newlyweds, the F.B.I. agent John O’Hara, last seen in “Honeymoon” (2005), is targeted by a serial killer.",SECOND HONEYMOON,JAMES PATTERSON AND HOWARD ROUGHAN,https://storage.googleapis.com/du-prd/books/images/9781455515967.jpg,http://www.amazon.com/Second-Honeymoon-James-Patterson/dp/1455515965?tag=NYTBSREV-20,2013-07-14,Combined Print & E-Book Fiction
2,0,1,9780985547349,Laree Bailey,"Sidney wants to set things right with her family, but she doesn’t realize she’s dragging Peter into a collision course with his past.",DAMAGED 2,H M WARD,https://storage.googleapis.com/du-prd/books/images/9780985547349.jpg,http://www.amazon.com/Damaged-2-The-Ferro-Family-ebook/dp/B00CPR2AJA?tag=NYTBSREV-20,2013-07-14,Combined Print & E-Book Fiction
4,0,1,9781460315064,Harlequin Mira,"Mac McCain, a single father and Thunder Point’s deputy sheriff, has finally found happiness with a longtime friend. But his life is thrown into chaos when his ex-wife returns.",THE NEWCOMER,RON CARR,https://storage.googleapis.com/du-prd/books/images/9781460315064.jpg,http://www.amazon.com/The-Newcomer-Book-Thunder-Point-ebook/dp/B00BED26QS?tag=NYTBSREV-20,2013-07-14,Combined Print & E-Book Fiction
6,0,1,9780316227186,"Reagan Arthur/Little, Brown",Various sorts of disaster threaten a Nantucket wedding.,BEAUTIFUL DAY,ELIN HILDERBRAND,https://storage.googleapis.com/du-prd/books/images/9780316227186.jpg,http://www.amazon.com/Beautiful-Day-Novel-Elin-Hilderbrand-ebook/dp/B00A2DKQ72?tag=NYTBSREV-20,2013-07-14,Combined Print & E-Book Fiction
8,0,1,9780062194916,Morrow/HarperCollins,"As the end of the world looms, Cmdr. Gray Pierce and Sigma Force race to uncover an ancient mystery.",THE EYE OF GOD,JAMES ROLLINS,https://storage.googleapis.com/du-prd/books/images/9780061784804.jpg,http://www.amazon.com/The-Eye-God-Sigma-Novels-ebook/dp/B009NQZVKG?tag=NYTBSREV-20,2013-07-14,Combined Print & E-Book Fiction
9,0,1,9781460315156,Harlequin,"In Fool’s Gold, Calif., two misfits — Felicia and the former military operative Gideon — discover that passion isn’t the only thing they have in common.",TWO OF A KIND,SUSAN MALLERY,https://storage.googleapis.com/du-prd/books/images/9780373777686.jpg,http://www.amazon.com/Kind-Fools-Gold-Susan-Mallery-ebook/dp/B00BED26RM?tag=NYTBSREV-20,2013-07-14,Combined Print & E-Book Fiction
12,0,1,9781101599983,Berkley,"Steele, a team leader in an elite task force, is determined not to allow Maren past his icy exterior. But when she’s in danger, there’s no way he’ll allow anyone else to protect her.",FORGED IN STEELE,MAYA BANKS,https://storage.googleapis.com/du-prd/books/images/9780425263389.jpg,http://www.amazon.com/Forged-Steele-A-KGI-Novel/dp/042526338X?tag=NYTBSREV-20,2013-07-14,Combined Print & E-Book Fiction
15,0,1,9781455546442,Grand Central,A public defender who seems happy in her work and her marriage is plunged into a morass of bigotry and hate.,THE WITNESS,SANDRA BROWN,https://storage.googleapis.com/du-prd/books/images/9781455546442.jpg,http://www.amazon.com/The-Witness-Sandra-Brown-ebook/dp/B00BEK6ZWM?tag=NYTBSREV-20,2013-07-14,Combined Print & E-Book Fiction
2,0,1,9780062255655,Morrow/HarperCollins,A middle-aged man recalls his lonely boyhood and his friendship with a remarkable girl. ,THE OCEAN AT THE END OF THE LANE,NEIL GAIMAN,https://storage.googleapis.com/du-prd/books/images/9780062255662.jpg,http://www.amazon.com/The-Ocean-End-Lane-Novel/dp/0062255665?tag=NYTBSREV-20,2013-07-07,Combined Print & E-Book Fiction
4,0,1,9780345543066,Bantam,"In the first book of a new series, Kate O’Hare, an F.B.I. special agent, teams up with Nicolas Fox, a handsome con man, to catch a corrupt investment banker in hiding. ",THE HEIST,JANET EVANOVICH AND LEE GOLDBERG,https://storage.googleapis.com/du-prd/books/images/9780345543042.jpg,http://www.amazon.com/The-Heist-Novel-Fox-OHare/dp/0345543041?tag=NYTBSREV-20,2013-07-07,Combined Print & E-Book Fiction
13,0,1,9781101606599,Dutton,Two Minneapolis detectives try to discover the identity of the city’s ninth unidentified female murder victim of the year. ,THE 9TH GIRL,TAMI HOAG,https://storage.googleapis.com/du-prd/books/images/9781101606599.jpg,http://www.amazon.com/The-9th-Girl-Tami-Hoag-ebook/dp/B0096SOUF8?tag=NYTBSREV-20,2013-07-07,Combined Print & E-Book Fiction
4,0,1,9780988301337,Abbi Glines,"The final book in a trilogy, following ""Fallen Too Far"" and ""Never Too Far,"" brings a happy ending for Blaire and Rush.",FOREVER TOO FAR,ABBI GLINES,https://storage.googleapis.com/du-prd/books/images/9780988301337.jpg,,2013-06-30,Combined Print & E-Book Fiction
5,0,1,9780385350075,Knopf,A defrocked Miami cop turned restaurant inspector investigates a grisly murder.,BAD MONKEY,CARL HIAASEN,https://storage.googleapis.com/du-prd/books/images/9780446556149.jpg,http://www.amazon.com/Bad-Monkey-Carl-Hiaasen/dp/0446556149?tag=NYTBSREV-20,2013-06-30,Combined Print & E-Book Fiction
8,0,1,9781451661552,Scribner,"When their irresponsible mother takes off, a 12-year-old California girl and her sister join the rest of their family in Virginia. ",THE SILVER STAR,JEANNETTE WALLS,https://storage.googleapis.com/du-prd/books/images/9781451661545.jpg,http://www.amazon.com/The-Silver-Star-A-Novel/dp/1451661541?tag=NYTBSREV-20,2013-06-30,Combined Print & E-Book Fiction
10,0,1,A00B00D9A2NZ8,J.C. Reed,"In a sequel to ""Surrender Your Love,"" Jett Mayfield wins a second chance with Brooke Stewart by protecting her from a secret from her past.",CONQUER YOUR LOVE,JC REED,https://storage.googleapis.com/du-prd/books/images/A00B00D9A2NZ8.jpg,http://www.amazon.com/Conquer-Your-Love-J-C-Reed-ebook/dp/B00D9A2NZ8?tag=NYTBSREV-20,2013-06-30,Combined Print & E-Book Fiction
11,0,1,9780345526564,Ballantine,The ex-government operative Cotton Malone stumbles upon a C.I.A. operation attempting to call into question the legitimacy of Elizabeth I’s reign and its conquest of Ireland.,THE KING'S DECEPTION,STEVE BERRY,https://storage.googleapis.com/du-prd/books/images/9780345526564.jpg,http://www.amazon.com/Kings-Deception-bonus-novella-Tudor-ebook/dp/B009JU5HQO?tag=NYTBSREV-20,2013-06-30,Combined Print & E-Book Fiction
13,0,1,9780062132451,Morrow/HarperCollins,"An Atlanta woman returns to her hometown, Charleston, to reassess her life. ",THE LAST ORIGINAL WIFE,DOROTHEA BENTON FRANK,https://storage.googleapis.com/du-prd/books/images/9780062132451.jpg,http://www.amazon.com/The-Last-Original-Wife-Novel/dp/0062132466?tag=NYTBSREV-20,2013-06-30,Combined Print & E-Book Fiction
1,0,1,9781101604922,Berkley,Eva and Gideon face the demons of their pasts and accept the consequences of their obsessive desires; a Crossfire novel.,ENTWINED WITH YOU,SYLVIA DAY,https://storage.googleapis.com/du-prd/books/images/9780425263921.jpg,http://www.amazon.com/Entwined-You-Crossfire-Book-3/dp/0425263924?tag=NYTBSREV-20,2013-06-23,Combined Print & E-Book Fiction
4,0,1,9781781162644,Hard Case Crime,"In North Carolina in 1973, a college student working at an amusement park confronts the legacy of a vicious murder, the fate of a dying child, and the ways both will change his life forever.",JOYLAND,STEPHEN KING,https://storage.googleapis.com/du-prd/books/images/9781781167694.jpg,http://www.amazon.com/Joyland-Hard-Case-Crime-Novels/dp/1781167699?tag=NYTBSREV-20,2013-06-23,Combined Print & E-Book Fiction
5,0,1,9781439146958,Simon & Schuster,Andrea Sachs is now running a bridal magazine.,REVENGE WEARS PRADA,LAUREN WEISBERGER,https://storage.googleapis.com/du-prd/books/images/9781439146958.jpg,http://www.amazon.com/Revenge-Wears-Prada-Devil-Returns-ebook/dp/B00A285UVY?tag=NYTBSREV-20,2013-06-23,Combined Print & E-Book Fiction
9,0,1,9781455517077,Grand Central,The quadriplegic forensics expert Lincoln Rhyme investigates the political assassination of a United States citizen.,THE KILL ROOM,JEFFERY DEAVER,https://storage.googleapis.com/du-prd/books/images/9781455517077.jpg,http://www.amazon.com/The-Kill-Room-Lincoln-Rhyme-ebook/dp/B00A4H1UW6?tag=NYTBSREV-20,2013-06-23,Combined Print & E-Book Fiction
12,0,1,9781250019653,St. Martin's,"After separating from her husband, a lifestyle blogger moves in with her mother and attends divorce counseling sessions.",LADIES' NIGHT,MARY KAY ANDREWS,https://storage.googleapis.com/du-prd/books/images/9781250019677.jpg,http://www.amazon.com/Ladies-Night-Mary-Kay-Andrews/dp/1250019672?tag=NYTBSREV-20,2013-06-23,Combined Print & E-Book Fiction
4,0,1,9780345535696,Bantam,"Odd Thomas, who can communicate with the dead, must forestall a crime by discovering the three innocent people who have been targeted by an evil killer.",DEEPLY ODD,DEAN KOONTZ,https://storage.googleapis.com/du-prd/books/images/9780553593082.jpg,http://www.amazon.com/Deeply-Odd-An-Thomas-Novel/dp/0553593080?tag=NYTBSREV-20,2013-06-16,Combined Print & E-Book Fiction
5,0,1,9781455574872,Forever,"When a new tragedy strikes Ella and Micha, one will make a choice that could break them apart forever.",THE FOREVER OF ELLA AND MICHA,JESSICA SORENSEN,https://storage.googleapis.com/du-prd/books/images/9781455574872.jpg,http://www.amazon.com/Forever-Ella-Micha-Jessica-Sorensen-ebook/dp/B00BAXG1F4?tag=NYTBSREV-20,2013-06-16,Combined Print & E-Book Fiction
6,0,1,9781101600559,Putnam,"Kurt Austin, Joe Zavala and the rest of the Numa team search for a physicist’s machine, buried in an ocean trench, that can cause deadly earthquakes; the 11th Numa Files novel.",ZERO HOUR,CLIVE CUSSLER AND GRAHAM BROWN,https://storage.googleapis.com/du-prd/books/images/9780425267776.jpg,http://www.amazon.com/Zero-Hour-The-Numa-Files/dp/0425267776?tag=NYTBSREV-20,2013-06-16,Combined Print & E-Book Fiction
8,0,1,9781460313121,Harlequin Mira,"With her two sisters heading for the altar, Samantha is finding it hard to ignore her feelings for Ethan, the local war hero.",SEA GLASS ISLAND,SHERRYL WOODS,https://storage.googleapis.com/du-prd/books/images/9780778314462.jpg,http://www.amazon.com/Glass-Island-Ocean-Breeze-Novel-ebook/dp/B00BED2UHI?tag=NYTBSREV-20,2013-06-16,Combined Print & E-Book Fiction
11,0,1,9781628470352,Georgia Cates,Will Jack Henry’s absence leave Laurelyn wanting more than her own success? Book 2 of the Beauty series.,BEAUTY FROM SURRENDER,GEORGIA CATES,https://storage.googleapis.com/du-prd/books/images/9781628470352.jpg,http://www.amazon.com/Beauty-Surrender-Series-Book-ebook/dp/B00D38G3VG?tag=NYTBSREV-20,2013-06-16,Combined Print & E-Book Fiction
12,0,1,9781101623848,Jove,"A killer is on the loose in New Orleans, and a sultry jazz singer draws the leopard-shifter Remy Boudreaux deep into the shadows.",LEOPARD'S PREY,CHRISTINE FEEHAN,https://storage.googleapis.com/du-prd/books/images/9780515151558.jpg,http://www.amazon.com/Leopards-Prey-A-Leopard-Novel/dp/0515151556?tag=NYTBSREV-20,2013-06-16,Combined Print & E-Book Fiction
13,0,1,A00B00C2GEJT8,Amy Harmon,"A young British teacher takes a tough, troubled and overtly sexy high school senior under his wing.",A DIFFERENT BLUE,AMY HARMON,https://storage.googleapis.com/du-prd/books/images/A00B00C2GEJT8.jpg,http://www.amazon.com/Different-Blue-Amy-Harmon-ebook/dp/B00C2GEJT8?tag=NYTBSREV-20,2013-06-16,Combined Print & E-Book Fiction
2,0,1,9781594631764,Riverhead,A multigenerational family saga centers on a brother and sister born in Afghanistan; from the author of “The Kite Runner.”,AND THE MOUNTAINS ECHOED,KHALED HOSSEINI,https://storage.googleapis.com/du-prd/books/images/9781594632389.jpg,http://www.amazon.com/And-Mountains-Echoed-Khaled-Hosseini/dp/1594632383?tag=NYTBSREV-20,2013-06-09,Combined Print & E-Book Fiction
9,0,1,9781476713144,Pocket Star,Kasie has to figure out if her passion for the billionaire Robert Dade is leading her down the wrong path; Part 3 of “Just One Night.”,BINDING AGREEMENT,KYRA DAVIS,https://storage.googleapis.com/du-prd/books/images/9781476713144.jpg,,2013-06-09,Combined Print & E-Book Fiction
14,0,1,9780307351937,Broadway,An “oral history” of an imagined Zombie War that nearly destroys civilization.,WORLD WAR Z,MAX BROOKS,https://storage.googleapis.com/du-prd/books/images/9780307351937.jpg,http://www.amazon.com/World-Market-Movie-Tie-In-Edition/dp/0770437400?tag=NYTBSREV-20,2013-06-09,Combined Print & E-Book Fiction
15,0,1,9781623420154,Omnific,An ambitious young woman throws the playboy son of an investment banker into a tailspin.,TANGLED,EMMA CHASE,https://storage.googleapis.com/du-prd/books/images/9781623420154.jpg,,2013-06-09,Combined Print & E-Book Fiction
1,0,1,9780385537865,Doubleday,"The symbologist Robert Langdon, on the run in Florence, must decipher a series of codes created by a Dante-loving scientist.",INFERNO,DAN BROWN,https://storage.googleapis.com/du-prd/books/images/9781400079155.jpg,http://www.amazon.com/Inferno-Robert-Langdon-Dan-Brown/dp/1400079152?tag=NYTBSREV-20,2013-06-02,Combined Print & E-Book Fiction
3,0,1,9781476735610,Atria,Demons from the past threaten to destroy the passionate bond of Ethan and Brynne. Book 3 of the Blackstone Affair series.,EYES WIDE OPEN,RAINE MILLER,https://storage.googleapis.com/du-prd/books/images/9781476735610.jpg,http://www.amazon.com/Eyes-Wide-Open-Blackstone-Affair-ebook/dp/B00BEHGSEK?tag=NYTBSREV-20,2013-06-02,Combined Print & E-Book Fiction
11,0,1,A00B00CR43UXG,Laree Bailey,"When Avery learns Sean’s dark secret, everything changes.",THE ARRANGEMENT 7,HM WARD,https://storage.googleapis.com/du-prd/books/images/A00B00CR43UXG.jpg,http://www.amazon.com/Arrangement-Ferro-Family-ebook/dp/B00CR43UXG?tag=NYTBSREV-20,2013-06-02,Combined Print & E-Book Fiction
14,0,1,9781420106343,Zebra,The detectives Selena Alvarez and Regan Pescoli investigate a series of sadistic killings.,LEFT TO DIE,LISA JACKSON,https://storage.googleapis.com/du-prd/books/images/9781420106343.jpg,http://www.amazon.com/Selena-Alvarez-Regan-Pescoli-Novel-ebook/dp/B001BBYMCO?tag=NYTBSREV-20,2013-06-02,Combined Print & E-Book Fiction
1,0,1,9781101622452,Ace,The telepathic waitress Sookie Stackhouse searches for the truth about the death of the former barmaid Arlene.,DEAD EVER AFTER,CHARLAINE HARRIS,https://storage.googleapis.com/du-prd/books/images/9781937007881.jpg,http://www.amazon.com/Dead-Ever-After-Sookie-Stackhouse/dp/193700788X?tag=NYTBSREV-20,2013-05-26,Combined Print & E-Book Fiction
2,0,1,9781101621196,Putnam,Lucas Davenport is drawn into the investigation of a Minnesota political scandal and the disappearance of an operative.,SILKEN PREY,JOHN SANDFORD,https://storage.googleapis.com/du-prd/books/images/9780425267769.jpg,http://www.amazon.com/Silken-Prey-Lucas-Davenport-Novel/dp/0425267768?tag=NYTBSREV-20,2013-05-26,Combined Print & E-Book Fiction
7,0,1,9781451628296,Simon & Schuster,"In the fourth book of the “Walk” series, Alan faces new challenges on his walk to Key West.",A STEP OF FAITH,RICHARD PAUL EVANS,https://storage.googleapis.com/du-prd/books/images/9781451628296.jpg,http://www.amazon.com/Step-Faith-Novel-The-Walk/dp/1451628293?tag=NYTBSREV-20,2013-05-26,Combined Print & E-Book Fiction
8,0,1,9781402270598,Sourcebooks Landmark,"In 17th-century France, a fortuneteller hides more behind her black robes than people know.",THE ORACLE GLASS,JUDITH MERKLE RILEY,https://storage.googleapis.com/du-prd/books/images/9781402270598.jpg,http://www.amazon.com/Oracle-Glass-Judith-Merkle-Riley-ebook/dp/B008NCARXW?tag=NYTBSREV-20,2013-05-26,Combined Print & E-Book Fiction
9,0,1,9780670014897,Viking,"A young man investigates a private-public antiterrorist operation, supposedly a great success but actually a disaster.",A DELICATE TRUTH,JOHN LE CARRE,https://storage.googleapis.com/du-prd/books/images/9780670014897.jpg,http://www.amazon.com/Delicate-Truth-John-Le-Carre/dp/0670014893?tag=NYTBSREV-20,2013-05-26,Combined Print & E-Book Fiction
11,0,2,9780983599357,Barbara Freethy,A reckless photographer helps a woman delve into the mysteries of her past.,DON'T SAY A WORD,BARBARA FREETHY,https://storage.googleapis.com/du-prd/books/images/9780983599357.jpg,http://www.amazon.com/Dont-Say-Word-Barbara-Freethy-ebook/dp/B004LB5BR6?tag=NYTBSREV-20,2013-05-26,Combined Print & E-Book Fiction
13,0,1,9781429963930,Tor/Tom Doherty,Government agencies breed child geniuses and train them as soldiers.,ENDER'S GAME,ORSON SCOTT CARD,https://storage.googleapis.com/du-prd/books/images/9780812550702.jpg,http://www.amazon.com/Enders-Game-The-Ender-Quintet/dp/0812550706?tag=NYTBSREV-20,2013-05-26,Combined Print & E-Book Fiction
14,0,1,9781101623503,NAL,"For once, a woman is tempted to put her own needs above her dependent younger brother’s.",DOWN LONDON ROAD,SAMANTHA YOUNG,https://storage.googleapis.com/du-prd/books/images/9781101623503.jpg,http://www.amazon.com/Down-London-Road-Samantha-Young-ebook/dp/B00AYJIKMM?tag=NYTBSREV-20,2013-05-26,Combined Print & E-Book Fiction
15,0,1,9780547548791,Houghton Mifflin Harcourt,A widow unravels her dead husband’s secrets. First published in 1997.,THE MAGICIAN'S ASSISTANT,ANN PATCHETT,https://storage.googleapis.com/du-prd/books/images/9780547548791.jpg,http://www.amazon.com/The-Magicians-Assistant-Ann-Patchett-ebook/dp/B003WUYQ64?tag=NYTBSREV-20,2013-05-26,Combined Print & E-Book Fiction
1,0,1,9780316210843,"Little, Brown","A week after giving birth, Detective Lindsay Boxer returns to work to investigate some grisly murders.",12TH OF NEVER,JAMES PATTERSON AND MAXINE PAETRO,https://storage.googleapis.com/du-prd/books/images/9780316210843.jpg,http://www.amazon.com/12th-Never-Womens-Murder-Club/dp/1455515795?tag=NYTBSREV-20,2013-05-19,Combined Print & E-Book Fiction
3,0,1,9781250022370,St. Martin's,"In Book 3 of the Clifton Chronicles, the focus shifts to a new generation — Sebastian, the son of Harry and Emma Clifton.",BEST KEPT SECRET,JEFFREY ARCHER,https://storage.googleapis.com/du-prd/books/images/9781250022370.jpg,http://www.amazon.com/Best-Kept-Secret-Clifton-Chronicles/dp/1250040779?tag=NYTBSREV-20,2013-05-19,Combined Print & E-Book Fiction
5,0,1,9781460311868,Harlequin Mira,"Facing a personal crisis, an ambitious woman retreats to the welcoming arms of her family on the North Carolina coast. But the last thing she wants is an unexpected love.",WIND CHIME POINT,SHERRYL WOODS,https://storage.googleapis.com/du-prd/books/images/9780778314424.jpg,http://www.amazon.com/Chime-Point-Ocean-Breeze-Novel-ebook/dp/B00B0A5X4C?tag=NYTBSREV-20,2013-05-19,Combined Print & E-Book Fiction
6,0,1,9781419940552,Ellora's Cave,"Drugged, Moon has become little more than a dangerous, feral threat, so Dr. Joyce Yards is called in. Book 10 in the New Species series.",MOON,LAURANN DOHNER,https://storage.googleapis.com/du-prd/books/images/9781419940552.jpg,http://www.amazon.com/Moon-New-Species-Laurann-Dohner-ebook/dp/B00BR2LPPY?tag=NYTBSREV-20,2013-05-19,Combined Print & E-Book Fiction
9,0,1,9780062204103,HarperCollins,A schoolboy who accidentally killed the mother of his best friend turns into a prophet.,A PRAYER FOR OWEN MEANY,JOHN IRVING,https://storage.googleapis.com/du-prd/books/images/9780062204103.jpg,http://www.amazon.com/Prayer-Owen-Meany-Novel-ebook/dp/B006VE6TCW?tag=NYTBSREV-20,2013-05-19,Combined Print & E-Book Fiction
10,0,1,9781476746548,Atria,"In the final installment of the Slammed series, Will tells the story of his complicated relationship with Layken from his own point of view.",THIS GIRL,COLLEEN HOOVER,https://storage.googleapis.com/du-prd/books/images/9781476746548.jpg,http://www.amazon.com/This-Girl-A-Novel-Slammed-ebook/dp/B00BOVFLD0?tag=NYTBSREV-20,2013-05-19,Combined Print & E-Book Fiction
11,0,1,9781460311998,Harlequin,Fayrene Hopkins and Ryan Patterson find that what started out as something temporary is beginning to look like the real thing. A Fool’s Gold series novella.,HALFWAY THERE,SUSAN MALLERY,https://storage.googleapis.com/du-prd/books/images/9781460311998.jpg,http://www.amazon.com/Halfway-There-Fools-Susan-Mallery-ebook/dp/B00B0A5XW4?tag=NYTBSREV-20,2013-05-19,Combined Print & E-Book Fiction
